date,description,amount,category,flagged
2024-05-02,Mortgage,1991.8,Rent,True
2023-07-17,Workshop,167.48,Education,True
2024-12-09,House Payment,816.31,Rent,True
2024-01-03,Doctor Visit,487.69,Healthcare,True
2023-09-20,Gas Bill,130.34,Utilities,False
2024-09-22,Coffee Shop,487.16,Dining,True
2023-05-18,Apartment Payment,826.37,Rent,True
2024-04-20,Insurance,359.69,Healthcare,True
2023-06-23,Netflix,136.76,Entertainment,False
2023-11-23,Online Course,151.64,Education,False
2023-05-28,Lyft,215.96,Transportation,False
2024-05-20,Safeway,231.3,Groceries,False
2025-02-12,Doctor Visit,250.45,Healthcare,True
2023-06-06,Electric Bill,490.05,Utilities,False
2025-01-05,Optometrist,69.15,Healthcare,False
2025-01-01,Hotel,865.98,Travel,True
2025-04-25,Electronics Store,196.42,Shopping,False
2023-11-25,Coffee Shop,266.57,Dining,False
2025-02-01,Workshop,102.82,Education,False
2023-08-24,Water Bill,243.87,Utilities,True
2023-07-01,Amazon,59.23,Shopping,False
2023-05-23,Concert,34.89,Entertainment,False
2025-02-10,Lyft,218.07,Transportation,True
2024-01-25,Electronics Store,219.63,Shopping,True
2023-10-09,Water Bill,178.67,Utilities,True
2024-10-03,Electric Bill,254.37,Utilities,False
2023-12-15,Conference,454.03,Education,False
2024-04-04,Coffee Shop,226.03,Dining,False
2023-12-12,Hotel,1468.67,Travel,True
2025-03-08,Insurance,388.11,Healthcare,False
2025-03-25,Phone Bill,56.86,Utilities,True
2023-05-14,Car Maintenance,412.41,Transportation,True
2024-03-12,Hulu,48.72,Entertainment,True
2023-06-08,Walmart,238.31,Groceries,False
2024-01-11,Insurance,350.35,Healthcare,False
2024-03-04,Tuition,286.34,Education,True
2024-07-28,Conference,389.37,Education,False
2023-11-21,House Payment,2261.18,Rent,False
2023-05-11,Costco,122.9,Groceries,True
2025-02-08,Doctor Visit,130.32,Healthcare,True
2024-10-16,Hulu,382.43,Entertainment,False
2023-10-06,Concert,60.67,Entertainment,False
2023-10-16,Cafe,145.33,Dining,False
2024-05-29,Cable Bill,267.97,Utilities,False
2023-11-02,Doctor Visit,378.19,Healthcare,True
2024-03-20,Online Course,143.74,Education,False
2025-03-10,Water Bill,194.33,Utilities,True
2023-11-09,Gas,103.79,Transportation,True
2024-09-27,Water Bill,467.87,Utilities,False
2025-03-17,Safeway,111.93,Groceries,True
2024-02-05,Cable Bill,185.03,Utilities,True
2023-07-26,Airbnb,735.92,Travel,False
2023-07-23,Coffee Shop,161.49,Dining,True
2024-11-04,House Payment,1235.38,Rent,False
2024-05-24,Dining Out,365.88,Entertainment,True
2023-06-01,Clothing Store,440.07,Shopping,True
2023-11-11,Coffee Shop,262.49,Dining,False
2023-06-05,Trader Joe's,218.37,Groceries,False
2024-02-16,Insurance,143.65,Healthcare,True
2024-07-13,Hotel,436.41,Travel,False
2024-07-31,Apple Store,145.76,Shopping,False
2024-12-11,Gas Bill,380.29,Utilities,False
2024-07-05,Monthly Rent,1496.49,Rent,True
2023-11-13,Car Maintenance,410.19,Transportation,False
2025-02-10,Airbnb,1041.03,Travel,False
2023-07-14,Apple Store,76.34,Shopping,False
2023-07-22,Bar,436.91,Dining,False
2023-11-09,Cafe,399.44,Dining,True
2024-08-26,Apartment Payment,1940.84,Rent,True
2024-04-14,Car Maintenance,432.25,Transportation,True
2023-12-14,Local Market,23.61,Groceries,False
2024-06-15,Internet Bill,275.96,Utilities,False
2024-09-19,Walmart,180.73,Groceries,False
2024-08-26,Rental Car,1031.75,Travel,True
2024-03-18,Cable Bill,157.48,Utilities,True
2024-02-28,Kroger,279.67,Groceries,False
2023-10-21,Car Maintenance,111.11,Transportation,False
2025-01-10,Online Course,308.17,Education,False
2023-05-05,Walmart,252.81,Groceries,True
2025-02-17,Insurance,64.32,Healthcare,False
2023-07-23,House Payment,1476.51,Rent,True
2025-03-13,Movie Tickets,201.37,Entertainment,True
2024-04-18,Cable Bill,430.33,Utilities,False
2025-01-06,Electric Bill,453.04,Utilities,True
2024-08-19,Internet Bill,481.5,Utilities,False
2023-09-09,Clothing Store,46.4,Shopping,False
2024-01-11,Local Market,71.07,Groceries,False
2024-04-28,Clothing Store,202.72,Shopping,False
2025-02-20,Best Buy,139.87,Shopping,False
2025-01-01,Books,107.05,Education,True
2024-11-22,Electric Bill,201.52,Utilities,True
2025-03-25,Workshop,121.61,Education,False
2024-10-11,Apple Store,163.85,Shopping,False
2023-05-22,Water Bill,306.23,Utilities,True
2024-10-30,Hotel,1101.26,Travel,False
2023-09-18,Gas Bill,124.69,Utilities,True
2024-01-06,Gas Bill,147.25,Utilities,False
2024-02-14,Optometrist,92.05,Healthcare,False
2024-12-02,Concert,205.27,Entertainment,False
2023-12-07,Trader Joe's,138.53,Groceries,False
2025-04-24,Mortgage,2515.09,Rent,True
2023-06-18,Costco,106.36,Groceries,False
2025-01-31,Phone Bill,264.38,Utilities,True
2024-04-03,Mortgage,1533.42,Rent,True
2024-07-04,Pharmacy,176.82,Healthcare,True
2023-06-25,Airline Ticket,1763.47,Travel,True
2025-01-23,Vacation,1835.85,Travel,False
2024-04-15,Monthly Rent,1704.53,Rent,False
2024-08-23,Trader Joe's,170.49,Groceries,False
2024-04-21,Local Market,194.7,Groceries,False
2024-07-04,Vacation,130.36,Travel,False
2024-03-13,Safeway,233.35,Groceries,False
2023-05-03,Coffee Shop,114.43,Dining,True
2023-07-08,Hotel,1641.7,Travel,True
2024-03-21,Electric Bill,125.86,Utilities,True
2024-07-21,Airbnb,1401.48,Travel,True
2025-02-14,Amazon,220.64,Shopping,False
2024-03-07,Conference,472.76,Education,False
2023-10-09,Coffee Shop,322.11,Dining,True
2024-03-05,Books,28.88,Education,False
2024-07-08,Books,443.33,Education,False
2023-05-24,Dentist,188.2,Healthcare,True
2023-06-11,Workshop,280.67,Education,False
2024-07-29,Mortgage,1489.56,Rent,False
2024-04-16,Amazon,315.78,Shopping,False
2023-11-10,Trader Joe's,182.24,Groceries,False
2023-07-31,Pharmacy,422.26,Healthcare,True
2025-01-16,Dining Out,329.95,Entertainment,True
2023-07-05,Local Market,112.56,Groceries,True
2024-10-18,Online Course,220.62,Education,True
2023-12-28,House Payment,1805.97,Rent,False
2024-05-16,House Payment,2602.13,Rent,True
2025-03-05,Internet Bill,433.48,Utilities,True
2023-05-21,Electronics Store,103.82,Shopping,True
2023-07-29,Pharmacy,405.03,Healthcare,False
2025-01-23,Lyft,28.21,Transportation,True
2023-10-10,Restaurant,401.98,Dining,True
2023-09-23,Workshop,356.9,Education,False
2023-07-03,Local Market,39.91,Groceries,False
2024-11-28,Walmart,121.05,Groceries,False
2023-05-13,Uber,449.62,Transportation,False
2023-09-03,Workshop,19.16,Education,True
2023-09-18,Optometrist,113.9,Healthcare,True
2024-10-20,Electronics Store,389.27,Shopping,False
2025-03-14,Concert,354.82,Entertainment,False
2024-09-09,Netflix,11.37,Entertainment,True
2024-03-12,Optometrist,215.89,Healthcare,False
2024-02-29,Doctor Visit,363.67,Healthcare,True
2023-07-20,Whole Foods,242.29,Groceries,True
2024-01-30,Apartment Payment,1253.73,Rent,True
2025-02-16,Lyft,192.73,Transportation,True
2025-01-07,House Payment,1935.28,Rent,False
2024-05-22,Airbnb,607.45,Travel,True
2024-02-08,House Payment,1558.19,Rent,False
2023-07-20,Amazon,385.21,Shopping,True
2024-03-19,Books,98.8,Education,False
2024-06-01,Target,33.56,Groceries,True
2025-04-12,Costco,214.11,Groceries,True
2024-04-05,Public Transit,229.77,Transportation,True
2024-10-10,Internet Bill,415.9,Utilities,False
2024-06-16,Target,20.82,Groceries,True
2024-10-15,Car Maintenance,174.05,Transportation,True
2024-07-02,Electronics Store,157.0,Shopping,False
2023-10-02,Gas,497.67,Transportation,False
2024-01-23,Rental Car,1875.86,Travel,True
2023-05-13,Cafe,414.72,Dining,False
2025-01-08,Restaurant,5.1,Dining,True
2024-03-05,Conference,302.43,Education,False
2023-07-16,Workshop,474.98,Education,True
2024-12-13,Conference,222.54,Education,False
2024-04-30,Restaurant,87.24,Dining,False
2023-09-03,Trader Joe's,118.14,Groceries,False
2023-06-14,Conference,277.98,Education,True
2024-11-29,Mortgage,2717.51,Rent,True
2023-08-07,Books,488.18,Education,False
2024-04-23,Parking,354.79,Transportation,True
2024-06-15,Books,94.46,Education,True
2023-11-16,Dining Out,157.81,Entertainment,True
2024-08-22,House Payment,1920.72,Rent,False
2024-07-02,Gas Bill,232.49,Utilities,False
2023-06-26,Kroger,48.16,Groceries,True
2024-06-20,Best Buy,289.37,Shopping,False
2023-10-02,Monthly Rent,2543.12,Rent,False
2024-03-07,Conference,450.99,Education,True
2024-08-05,Best Buy,366.9,Shopping,True
2024-09-18,Electric Bill,396.42,Utilities,True
2023-10-21,Electric Bill,180.89,Utilities,False
2025-03-20,Public Transit,495.8,Transportation,False
2024-12-21,Uber,56.23,Transportation,False
2024-04-28,Monthly Rent,1460.56,Rent,True
2023-09-30,Rental Car,1548.32,Travel,True
2023-12-12,Water Bill,215.48,Utilities,True
2024-09-06,Online Course,370.52,Education,True
2024-10-02,Books,186.82,Education,True
2023-06-07,Hulu,473.47,Entertainment,True
2024-01-26,Mortgage,1350.96,Rent,False
2025-02-14,Dining Out,171.28,Entertainment,True
2024-01-27,Public Transit,326.24,Transportation,True
2023-09-27,Phone Bill,361.31,Utilities,False
2024-01-29,Apartment Payment,1962.71,Rent,False
2023-05-24,Best Buy,24.53,Shopping,False
2023-09-18,Car Maintenance,479.6,Transportation,False
2024-06-16,Tuition,191.13,Education,True
2024-08-03,Airbnb,1622.94,Travel,False
2024-12-25,Tuition,341.61,Education,False
2024-10-28,Uber,430.94,Transportation,True
2024-01-29,Restaurant,405.37,Dining,True
2024-07-03,Airbnb,1752.16,Travel,True
2024-06-23,Netflix,174.07,Entertainment,False
2025-03-27,Restaurant,221.68,Dining,False
2023-08-26,Cafe,389.61,Dining,False
2023-06-30,Public Transit,340.15,Transportation,True
2023-08-07,Books,299.05,Education,True
2024-09-15,Internet Bill,259.45,Utilities,False
2023-09-13,Uber,233.8,Transportation,False
2023-06-29,Vacation,1786.74,Travel,False
2024-10-01,Concert,476.51,Entertainment,False
2025-02-17,Clothing Store,223.03,Shopping,False
2025-04-01,Parking,222.66,Transportation,False
2024-01-31,Conference,122.88,Education,False
2024-09-19,Tuition,415.59,Education,False
2024-11-27,Books,401.38,Education,True
2025-02-11,Conference,358.44,Education,True
2023-10-31,Walmart,262.01,Groceries,False
2024-06-15,Fast Food,291.45,Dining,False
2024-06-18,Cable Bill,417.79,Utilities,False
2023-05-04,Books,457.48,Education,True
2023-09-08,Spotify,40.82,Entertainment,True
2024-06-17,Apple Store,310.66,Shopping,True
2023-11-28,Restaurant,343.84,Dining,False
2024-09-25,Airbnb,1967.64,Travel,True
2023-08-05,Clothing Store,129.59,Shopping,True
2025-02-26,Cable Bill,306.59,Utilities,True
2023-12-12,Doctor Visit,148.46,Healthcare,False
2024-02-27,Target,279.47,Groceries,False
2025-02-23,Pharmacy,466.25,Healthcare,True
2024-10-08,Netflix,421.05,Entertainment,False
2024-12-07,Tuition,147.77,Education,False
2024-07-01,Online Course,292.08,Education,True
2024-03-26,Optometrist,14.49,Healthcare,True
2024-05-24,Gas,477.77,Transportation,False
2025-03-16,Vacation,1227.99,Travel,False
2025-03-16,Online Course,83.25,Education,False
2024-11-06,Parking,358.13,Transportation,True
2025-03-18,Amazon Prime,37.7,Entertainment,True
2023-10-07,Dining Out,195.96,Entertainment,True
2023-07-20,Uber,129.14,Transportation,True
2024-08-16,Vacation,425.17,Travel,True
2024-06-28,Workshop,29.26,Education,True
2023-05-05,House Payment,1585.29,Rent,False
2024-06-21,Rental Car,1946.64,Travel,True
2023-06-07,Target,72.55,Groceries,True
2024-12-13,Dining Out,415.31,Entertainment,False
2024-05-12,Lyft,124.39,Transportation,True
2024-12-28,Local Market,74.27,Groceries,False
2025-02-19,House Payment,2712.25,Rent,True
2023-12-23,Cable Bill,180.9,Utilities,False
2024-11-07,Fast Food,97.13,Dining,False
2023-06-10,Cable Bill,393.93,Utilities,False
2024-06-18,Local Market,299.31,Groceries,True
2024-10-31,Apartment Payment,2939.64,Rent,False
2025-04-07,Rental Car,1727.59,Travel,False
2024-08-14,Electronics Store,112.1,Shopping,False
2024-03-09,Airbnb,1676.78,Travel,True
2023-07-27,Concert,34.91,Entertainment,True
2024-09-23,Online Course,105.22,Education,True
2024-06-05,Apple Store,499.04,Shopping,True
2023-11-19,Online Course,426.99,Education,False
2025-03-15,Netflix,183.16,Entertainment,False
2023-05-28,Cafe,412.53,Dining,False
2024-02-20,Restaurant,100.85,Dining,False
2024-07-26,Amazon Prime,25.65,Entertainment,False
2024-08-17,Coffee Shop,87.81,Dining,True
2024-06-30,Safeway,175.06,Groceries,False
2024-05-17,Electric Bill,462.07,Utilities,False
2024-12-12,Trader Joe's,277.01,Groceries,False
2024-07-22,Fast Food,89.08,Dining,True
2024-08-27,Doctor Visit,117.67,Healthcare,True
2023-10-11,Monthly Rent,2748.17,Rent,False
2023-10-11,Spotify,361.27,Entertainment,True
2023-07-07,Coffee Shop,91.74,Dining,False
2023-09-04,Monthly Rent,1068.7,Rent,True
2025-02-18,Trader Joe's,64.11,Groceries,False
2025-04-23,Tuition,86.42,Education,False
2023-05-30,Local Market,241.11,Groceries,True
2024-06-25,Rental Car,1059.45,Travel,True
2025-03-30,Mortgage,1672.88,Rent,False
2025-02-12,Safeway,108.6,Groceries,False
2024-01-12,Water Bill,328.8,Utilities,True
2024-07-15,Online Course,411.48,Education,False
2023-05-05,Uber,439.25,Transportation,False
2025-02-12,Bar,199.29,Dining,False
2025-02-26,Lyft,365.6,Transportation,True
2023-06-19,Conference,214.69,Education,True
2023-10-30,Apartment Payment,2296.62,Rent,True
2024-10-29,Car Maintenance,314.83,Transportation,False
2023-06-19,Amazon,220.37,Shopping,False
2024-03-21,Phone Bill,64.69,Utilities,False
2023-11-21,Phone Bill,330.9,Utilities,False
2023-07-01,Spotify,419.06,Entertainment,False
2025-02-20,Dining Out,393.34,Entertainment,True
2025-02-02,Amazon Prime,397.29,Entertainment,False
2023-06-30,Costco,116.04,Groceries,True
2025-04-23,Uber,378.67,Transportation,True
2023-11-15,Hulu,314.88,Entertainment,False
2025-04-13,Airline Ticket,1027.04,Travel,False
2024-07-11,Water Bill,333.47,Utilities,False
2023-08-19,Pharmacy,323.93,Healthcare,True
2024-12-27,Clothing Store,324.85,Shopping,True
2025-03-06,Kroger,180.38,Groceries,True
2024-07-19,Amazon Prime,480.3,Entertainment,True
2024-11-28,Conference,44.21,Education,True
2023-12-01,Vacation,305.37,Travel,True
2024-01-22,Books,446.0,Education,False
2024-04-29,Fast Food,119.9,Dining,True
2024-06-05,Safeway,171.96,Groceries,True
2023-06-17,Monthly Rent,2555.89,Rent,False
2024-11-19,Gas,160.81,Transportation,False
2024-10-28,Apple Store,262.76,Shopping,False
2024-10-03,Apartment Payment,894.29,Rent,False
2023-09-21,Cafe,365.37,Dining,False
2024-07-18,Amazon Prime,206.97,Entertainment,False
2025-03-08,Restaurant,113.81,Dining,True
2024-02-20,Mortgage,2347.11,Rent,True
2024-07-27,Mortgage,1261.89,Rent,True
2024-05-30,Kroger,65.27,Groceries,True
2024-12-28,Optometrist,299.79,Healthcare,True
2023-09-27,Pharmacy,169.3,Healthcare,True
2024-09-27,Mortgage,2044.62,Rent,False
2023-07-01,Monthly Rent,2986.12,Rent,True
2024-12-14,Fast Food,241.92,Dining,True
2024-12-11,Hotel,514.81,Travel,True
2024-04-11,Electronics Store,117.02,Shopping,True
2025-03-03,Restaurant,248.08,Dining,False
2024-11-20,Restaurant,383.58,Dining,False
2023-10-04,Clothing Store,84.62,Shopping,True
2023-08-13,Amazon Prime,317.72,Entertainment,True
2024-08-24,Tuition,211.76,Education,False
2025-03-21,Trader Joe's,185.35,Groceries,True
2023-09-05,Walmart,22.5,Groceries,False
2024-10-14,Parking,55.4,Transportation,False
2025-02-23,Vacation,176.05,Travel,False
2023-08-20,Coffee Shop,265.77,Dining,False
2023-07-26,Lyft,175.67,Transportation,False
2024-04-11,Monthly Rent,1456.4,Rent,False
2025-04-07,Car Maintenance,448.88,Transportation,False
2024-11-30,Apartment Payment,1645.4,Rent,True
2024-01-07,Doctor Visit,484.88,Healthcare,False
2024-05-26,Lyft,420.6,Transportation,True
2023-10-12,Insurance,169.22,Healthcare,True
2024-10-19,Apartment Payment,2190.64,Rent,False
2023-05-16,Online Course,126.35,Education,True
2024-01-14,Airbnb,1619.73,Travel,True
2025-03-16,Online Course,104.49,Education,False
2024-04-25,Internet Bill,323.8,Utilities,False
2024-04-26,Tuition,258.94,Education,True
2025-04-08,Best Buy,73.35,Shopping,False
2024-08-11,Optometrist,155.27,Healthcare,True
2024-02-18,Spotify,166.26,Entertainment,True
2024-12-25,Electric Bill,245.69,Utilities,False
2023-10-17,Optometrist,178.24,Healthcare,True
2024-07-01,Electronics Store,413.38,Shopping,False
2025-03-18,Lyft,340.3,Transportation,True
2023-09-07,Restaurant,261.65,Dining,False
2023-06-11,Parking,390.19,Transportation,False
2023-07-01,Phone Bill,194.59,Utilities,False
2023-09-03,Uber,68.1,Transportation,True
2025-03-25,Phone Bill,100.13,Utilities,True
2025-03-08,Coffee Shop,420.8,Dining,True
2025-03-21,Dentist,213.66,Healthcare,False
2023-10-21,Uber,70.31,Transportation,True
2023-11-25,Lyft,306.57,Transportation,True
2024-11-08,Hotel,1823.08,Travel,True
2023-08-20,Dining Out,295.72,Entertainment,True
2023-05-24,Phone Bill,436.02,Utilities,False
2024-12-13,Online Course,433.11,Education,True
2024-04-12,Concert,91.08,Entertainment,True
2024-11-06,Safeway,86.35,Groceries,False
2024-11-22,Mortgage,1749.76,Rent,True
2024-01-22,Online Course,230.5,Education,False
2024-07-24,Cafe,154.16,Dining,True
2025-04-10,Fast Food,340.79,Dining,True
2024-03-02,Gas Bill,311.25,Utilities,False
2025-03-04,Books,184.34,Education,True
2023-05-03,Apple Store,107.1,Shopping,False
2024-06-22,Electric Bill,127.44,Utilities,False
2025-02-20,Books,12.59,Education,False
2024-09-20,Coffee Shop,275.74,Dining,True
2025-03-01,Airline Ticket,1341.38,Travel,False
2024-12-24,Concert,348.97,Entertainment,True
2024-02-12,Apple Store,35.1,Shopping,False
2024-11-15,Local Market,251.81,Groceries,True
2025-04-03,Books,438.9,Education,True
2023-11-05,Parking,432.51,Transportation,True
2024-01-02,Water Bill,52.56,Utilities,True
2024-05-31,Vacation,1853.09,Travel,True
2024-06-02,Uber,345.58,Transportation,False
2024-10-31,Best Buy,386.9,Shopping,False
2024-09-22,Cafe,211.71,Dining,True
2023-11-25,Doctor Visit,393.74,Healthcare,False
2024-01-30,Parking,434.11,Transportation,True
2024-02-23,Gas,489.93,Transportation,False
2024-05-24,Books,405.06,Education,False
2024-01-24,Monthly Rent,1566.99,Rent,False
2024-10-09,Amazon Prime,220.93,Entertainment,False
2025-03-17,Gas,475.66,Transportation,True
2024-01-11,Phone Bill,256.86,Utilities,True
2024-03-15,Monthly Rent,2846.07,Rent,False
2024-10-15,Clothing Store,265.77,Shopping,True
2023-10-15,Target,54.13,Groceries,False
2023-09-04,Pharmacy,303.58,Healthcare,True
2023-05-28,Car Maintenance,480.92,Transportation,False
2024-02-04,Coffee Shop,82.54,Dining,False
2024-08-01,Apartment Payment,2546.98,Rent,False
2023-09-10,Airbnb,1649.67,Travel,False
2024-11-26,Phone Bill,159.85,Utilities,False
2023-09-09,Coffee Shop,375.89,Dining,True
2024-11-06,Amazon,467.05,Shopping,True
2023-05-31,Vacation,129.41,Travel,False
2025-04-29,Insurance,174.65,Healthcare,True
